PNR,Departure Date,Tail Number,Airport Code(Deprt.),Airport Code(Arrvl.)
V7HFTY,12/18/2017,616,FLL,CLE
V7I7NI,12/25/2017,606,IAH,LAS
V7IRVI,12/30/2017,533,RSW,DTW
V7KUNI,12/23/2017,657,EWR,IAH
V7KZGI,12/27/2017,651,TPA,PIT
V7L2PI,12/20/2017,507,BOS,PBI
V7SN6F,12/29/2017,621,PIT,FLL
V7T56F,12/26/2017,510,ORD,TPA
V7T75F,12/11/2017,603,MCO,LBE
V7WRXI,12/26/2017,620,PHL,MCO
V7YDSY,12/24/2017,657,IAH,LAS
V81B7F,12/16/2017,667,DTW,IAH
V8384S,12/2/2017,532,ACY,FLL
V8529F,12/13/2017,617,MSP,RSW
V87QKV,12/9/2017,622,MSP,RSW
V8C3XV,12/20/2017,646,PHL,MCO
V8C8HF,12/27/2017,640,MCO,MSP
V8CCFF,12/3/2017,527,IAH,ORD
V8CP5S,12/10/2017,649,LAS,PHL
V8E37S,12/10/2017,639,TPA,DTW
V8F7RV,12/24/2017,623,FLL,MYR
V8FR7S,12/23/2017,673,ATL,IAH
V8GFVV,12/1/2017,524,BDL,FLL
V8GP6S,12/3/2017,515,ORD,MSY
V8GSYV,12/1/2017,526,ORD,PHX
V8GV2S,12/13/2017,508,BOS,MYR
V8H55S,12/17/2017,630,SEA,LAS
V8IMVV,12/21/2017,650,FLL,MSP
V8JBWF,12/3/2017,639,MCO,CLE
V8JINF,12/16/2017,602,MYR,ACY
V8NQ9C,12/22/2017,639,CLE,FLL
V8NYQF,12/3/2017,530,SEA,BWI
V8Q94C,12/24/2017,619,ACY,RSW
V8Q94C,12/24/2017,669,ACY,RSW
V8S26C,12/20/2017,619,TPA,DTW
V8S4PF,12/9/2017,515,FLL,DFW
V8S5PF,12/25/2017,646,DTW,TPA
V8SHUF,12/26/2017,620,MCO,DFW
V8TV5C,12/11/2017,628,FLL,PIT
V8U47C,12/3/2017,640,PBI,ORD
V8V26C,12/28/2017,667,BWI,FLL
V8VM8C,12/2/2017,527,MSY,MSP
V8VTYF,12/24/2017,535,SAN,IAH
V8ZMYI,12/9/2017,639,BWI,ATL
V935NS,12/3/2017,662,BWI,FLL
V94YTS,12/29/2017,608,MCO,SJU
V961KS,12/28/2017,649,MYR,LGA
V96G4P,12/10/2017,616,LAS,MCI
V97CTS,12/20/2017,644,DTW,TPA
V97U9C,12/23/2017,639,LAX,DFW
V9CDSC,12/9/2017,522,MCO,CAK
V9DHGC,12/21/2017,662,BWI,FLL
V9EY8P,12/10/2017,529,SAN,IAH
V9FR5P,12/24/2017,533,OAK,LAX
V9G6YS,12/19/2017,618,RSW,BDL
V9GK2P,12/21/2017,629,ATL,BWI
V9GQ3P,12/30/2017,522,PIT,LAX
V9HCWS,12/7/2017,676,FLL,ORD
V9IVWS,12/16/2017,661,CUN,FLL
V9JPFC,12/18/2017,609,RSW,BWI
V9KNJC,12/23/2017,616,DEN,DTW
V9KV8P,12/16/2017,645,DFW,MCO
V9LKGP,12/29/2017,662,ACY,RSW
V9MEMC,12/23/2017,902,LAS,EWR
V9NCNC,12/19/2017,625,EWR,FLL
V9SPFP,12/3/2017,614,LAX,DFW
V9YJGC,12/21/2017,618,RSW,MSP
V9YSUS,12/23/2017,680,RSW,ORD
V9ZFHS,12/25/2017,642,MCO,DTW
V9ZY8C,12/17/2017,661,DTW,FLL
VB16NM,12/16/2017,903,LAS,DFW
VB3FMM,12/27/2017,680,ORD,RSW
VB44MM,12/2/2017,506,BOS,LAS
VB64MM,12/13/2017,657,IAH,MCO
VB6EXM,12/17/2017,534,LAS,MSY
VB8S2J,12/16/2017,605,LAS,ATL
VB9ZQM,12/20/2017,522,SAN,ORD
VBBPPM,12/19/2017,611,ACY,MYR
VBBU3J,12/3/2017,644,TPA,MSP
VBDT4J,12/3/2017,606,PAP,FLL
VBDTWM,12/4/2017,901,MSP,PHX
VBEC8J,12/14/2017,671,MCO,ACY
VBEWTM,12/20/2017,614,DFW,TPA
VBFV3J,12/25/2017,657,IAH,MCO
VBGDWM,12/11/2017,649,LAS,OAK
VBGQWM,12/11/2017,661,EWR,MCO
VBH9FZ,12/15/2017,507,MCO,CAK
VBHBXM,12/19/2017,635,TPA,BWI
VBIMNZ,12/12/2017,680,MCO,IAH
VBJG6J,12/16/2017,658,PBI,ACY
VBMC9J,12/14/2017,636,BWI,MCO
VBMRMZ,12/26/2017,663,LAX,DEN
VBP9UZ,12/10/2017,503,ACY,FLL
VBPITZ,12/14/2017,668,RSW,ACY
VBPRTZ,12/24/2017,630,TPA,BWI
VBQ4WZ,12/15/2017,638,BWI,RSW
VBQGSZ,12/17/2017,506,MSP,LAX
VBSSGJ,12/24/2017,630,BWI,TPA
VBTZGJ,12/19/2017,635,TPA,DTW
VBUWHJ,12/14/2017,671,FLL,ACY
VC15GJ,12/1/2017,613,MCI,LAX
VC16FJ,12/29/2017,640,BOS,RSW
VC9FNJ,12/23/2017,605,LAS,MSP
VCCQ3G,12/27/2017,674,BOS,FLL
VCEYWJ,12/10/2017,646,MCO,ATL
VCF2VJ,12/12/2017,671,LAX,ORD
VCFZQW,12/13/2017,507,MCO,CAK
VCG1WJ,12/1/2017,668,FLL,EWR
VCGI3G,12/17/2017,531,ORD,MSY
VCGU3G,12/15/2017,638,RSW,BWI
VCGZWJ,12/17/2017,628,IAH,LAS
VCJF6G,12/27/2017,612,ATL,BWI
VCJQGW,12/21/2017,630,DFW,LAS
VCKVJW,12/29/2017,612,DTW,LAX
VCND8G,12/19/2017,679,ACY,PBI
VCPYKW,12/23/2017,623,MDE,FLL
VCR8RW,12/10/2017,601,LAX,MCI
VCT5RW,12/13/2017,660,MCO,ACY
VCTHSW,12/2/2017,516,MCO,BOS
VCUR2T,12/18/2017,624,RSW,PIT
VCVZ9T,12/23/2017,647,PHL,MCO
VCZ4VZ,12/10/2017,641,BOS,TPA
VD1H7T,12/26/2017,510,TPA,ORD
VD5ERG,12/2/2017,667,IAH,TPA
VD5K9T,12/14/2017,663,BWI,FLL
VD748T,12/26/2017,637,BOS,MCO
VD9JUG,12/10/2017,617,CUN,DFW
VDEPRG,12/20/2017,505,ORD,LAS
VDH35D,12/14/2017,503,SAN,ORD
VDHCRG,12/23/2017,620,MCO,SJU
VDM5YG,12/19/2017,605,RSW,MSP
VDM7NT,12/6/2017,612,MCO,PHL
VDMHMT,12/25/2017,642,MCO,DTW
VDP2QT,12/14/2017,670,SJO,FLL
VDQL7Q,12/10/2017,646,MCO,ATL
VDRQTT,12/1/2017,658,FLL,BWI
VDTDWT,12/19/2017,649,CLE,FLL
VDWKRT,12/16/2017,634,BWI,TPA
VDYWSG,12/2/2017,505,MSY,ATL
VDZD4D,12/11/2017,603,MCO,LBE
VE1FXT,12/10/2017,509,PHL,ATL
VE2D6Q,12/14/2017,614,TPA,BOS
VE2IYT,12/11/2017,604,DFW,MCO
VE3BFD,12/27/2017,613,DFW,PIT
VE3BHD,12/14/2017,606,DFW,TPA
VE49FD,12/19/2017,640,MCO,BOS
VE4MRD,12/1/2017,628,CLE,TPA
VE62MD,12/27/2017,623,ACY,MYR
VE79HD,12/31/2017,632,TPA,DTW
VE7VMD,12/15/2017,636,TPA,BDL
VE8KUD,12/26/2017,601,CLE,FLL
VEC5ND,12/23/2017,637,DFW,PIT
VECE4A,12/12/2017,661,ACY,PBI
VECQKQ,12/9/2017,674,LAS,DFW
VED2UD,12/13/2017,674,CUN,FLL
VEDS7A,12/2/2017,658,BWI,FLL
VEFM8A,12/28/2017,904,LGA,DFW
VEGSWD,12/12/2017,524,MCO,EWR
VEHSJQ,12/16/2017,649,MCO,PIT
VEIE5A,12/18/2017,605,ORD,RSW
VEJ27A,12/1/2017,646,MSP,TPA
VEJU9A,12/24/2017,608,TPA,ORD
VEKK8A,12/10/2017,621,MSY,DTW
VEKV8A,12/24/2017,601,LAS,ORD
VEM4SQ,12/24/2017,615,MCO,BWI
VEN7PQ,12/22/2017,625,DTW,DEN
VEQC8N,12/23/2017,641,BWI,IAH
VEQF4N,12/21/2017,609,LAS,PHL
VEQRSQ,12/20/2017,531,MSY,BWI
VER4QQ,12/13/2017,517,GUA,FLL
VER4VQ,12/25/2017,619,LBE,FLL
VERW3N,12/18/2017,681,IAG,FLL
VES17N,12/3/2017,903,MCO,PHL
VESN3N,12/17/2017,526,CAK,TPA
VET2QQ,12/20/2017,657,SEA,LAS
VET3WQ,12/18/2017,659,SJO,FLL
VEU52N,12/15/2017,676,SEA,LAS
VEWBSQ,12/29/2017,618,LAS,DFW
VEYQTD,12/15/2017,632,CLE,LAS
VEZN5Q,12/22/2017,660,ACY,TPA
VF3D9N,12/25/2017,902,ORD,ATL
VF3UTQ,12/11/2017,616,ORD,ATL
VF456N,12/9/2017,604,TPA,BWI
VF53KA,12/28/2017,611,DFW,DEN
VF69TA,12/12/2017,530,MCO,ORD
VF7DQA,12/13/2017,506,LAX,PHL
VFD6SA,12/19/2017,629,PHL,MCO
VFHVGN,12/30/2017,621,FLL,LAS
VFIMXA,12/25/2017,622,ACY,RSW
VFPV9K,12/22/2017,517,EWR,MCO
VFRRSN,12/17/2017,628,LAS,BWI
VFRRSN,12/21/2017,608,LAS,BWI
VFRSRN,12/24/2017,508,BOS,MSY
VFS82K,12/23/2017,516,PBI,BOS
VFS92K,12/9/2017,625,LAX,IAH
VFTB8K,12/26/2017,682,DEN,IAH
VFTH5K,12/10/2017,630,LGA,MYR
VFTPVN,12/16/2017,521,LAX,MSY
VFZ68N,12/14/2017,612,TPA,DTW
VFZKGA,12/18/2017,660,FLL,SDQ
VG19WN,12/18/2017,615,DTW,TPA
VG1JYN,12/15/2017,503,BWI,MSY
VG8D2X,12/11/2017,626,DFW,MSP
VGBP2X,12/20/2017,647,MCO,ACY
VGC84X,12/30/2017,903,DTW,MSY
VGDW5X,12/26/2017,638,DTW,TPA
VGI78X,12/29/2017,620,TPA,DTW
VGJ19X,12/15/2017,617,MYR,LGA
VGMI4H,12/29/2017,534,IAG,FLL
VGNL6H,12/31/2017,641,TPA,BWI
VGS9RK,12/15/2017,607,RSW,BOS
VGT55H,12/10/2017,522,TPA,CAK
VGU6MX,12/10/2017,612,CUN,ORD
VGULFX,12/19/2017,534,FLL,MYR
VGUP7H,12/26/2017,534,FLL,BDL
VGUP7H,12/27/2017,516,FLL,BDL
VGUTFX,12/7/2017,523,FLL,MSY
VGV9SK,12/20/2017,675,ORD,FLL
VGW5MK,12/11/2017,628,PIT,FLL
VGYH3H,12/12/2017,668,RSW,DTW
VGZ78K,12/24/2017,516,BOS,BWI
VH16YK,12/15/2017,621,MCO,MSP
VH2QWK,12/9/2017,528,LAX,MSY
VH5RVK,12/3/2017,638,DFW,MSP
VH9HNX,12/13/2017,612,MCO,ATL
VH9RPX,12/14/2017,636,MCO,BWI
VH9WKX,12/15/2017,615,MCI,LAX
VHBBRX,12/26/2017,527,MCO,BDL
VHC43U,12/17/2017,619,BWI,MCO
VHCV2U,12/23/2017,903,ORD,LAX
VHDK5U,12/15/2017,657,IAH,MCO
VHENTX,12/8/2017,623,OAK,LAS
VHFR7U,12/22/2017,637,CLE,LAX
VHH17U,12/10/2017,676,FLL,LGA
VHH8SX,12/18/2017,614,BWI,TPA
VHLJJH,12/26/2017,622,ORD,LAS
VHM6SH,12/15/2017,901,TPA,PIT
VHSMQH,12/24/2017,642,LAS,PHL
VHSUNH,12/26/2017,525,LBE,TPA
VHUYSH,12/10/2017,646,DTW,ATL
VHVMNH,12/16/2017,677,RSW,DTW
VHVMNH,12/17/2017,502,RSW,DTW
VHWT7E,12/24/2017,652,MCO,CLE
VHYDQX,12/18/2017,659,MCO,ACY
VHYKUX,12/18/2017,668,FLL,BWI
VHYWNX,12/21/2017,646,LAS,IAH
VHZ76H,12/28/2017,626,TPA,BOS
VI1D4E,12/18/2017,608,ACY,PBI
VI1D4E,12/19/2017,679,ACY,PBI
VI2QVH,12/28/2017,606,LAS,ATL
VI2W9E,12/26/2017,508,FLL,LAX
VI5MWH,12/2/2017,613,RSW,CLE
VI5NXH,12/26/2017,602,LAX,ORD
VI6M8E,12/25/2017,534,BOS,MSY
VI6YWH,12/16/2017,616,ATL,BWI
VIM1HE,12/26/2017,623,MYR,ACY
VINHHE,12/19/2017,678,RSW,ACY
VISY3B,12/11/2017,637,RSW,BOS
VITLRE,12/28/2017,632,BWI,DFW
VITQPE,12/26/2017,635,LAX,MCI
VIU9RE,12/1/2017,523,SAN,IAH
VIVH3B,12/3/2017,624,TPA,DTW
VIZR9E,12/15/2017,623,RSW,ACY
VY41XC,12/2/2017,516,MCO,BOS
VY41XC,12/3/2017,502,MCO,BOS
VY56JP,12/15/2017,533,PHL,ATL
VY8MSP,12/17/2017,535,PHX,ORD
VYCE6M,12/24/2017,680,ORD,LAS
VYDD5M,12/24/2017,671,RSW,ACY
VYE15M,12/17/2017,616,ATL,BWI
VYF69M,12/10/2017,669,FLL,BOS
VYGH6Z,12/12/2017,531,LGA,DTW
VYH76M,12/18/2017,640,LBE,MCO
VYIW9M,12/11/2017,649,LAS,OAK
VYUI5Z,12/19/2017,668,LAX,ORD
VYVC8Z,12/27/2017,536,CAK,MCO
VYY32M,12/10/2017,634,FLL,TPA
W4BZVE,12/2/2017,646,RSW,BOS
W4GU5B,12/15/2017,671,EWR,MYR
W4HIFR,12/18/2017,640,MCO,DFW
W4I86B,12/19/2017,643,CLE,LAS
W4IV6B,12/28/2017,675,DTW,MCO
W4JB9B,12/29/2017,533,MCO,BDL
W4JCSR,12/1/2017,645,MCO,DTW
W4JDFR,12/19/2017,648,LAS,PIT
W4KZRR,12/1/2017,611,ATL,BWI
W4M5JR,12/22/2017,606,LAS,MCI
W4P8NR,12/12/2017,502,CLE,MSY
W4TTUR,12/2/2017,636,MCI,DTW
W4U9SR,12/20/2017,671,MGA,FLL
W4V4FB,12/30/2017,509,PHX,ORD
W4V8GB,12/17/2017,643,CAK,FLL
W515FB,12/18/2017,903,MSP,PHX
W51UYR,12/12/2017,526,PBI,BOS
W51UYR,12/13/2017,521,PBI,BOS
W56NTB,12/19/2017,670,DEN,FLL
W593VB,12/26/2017,633,PIT,RSW
W5BGYB,12/24/2017,901,DTW,RSW
W5BGYB,12/25/2017,528,DTW,RSW
W5CIQB,12/13/2017,603,EWR,MCO
W5EMYB,12/18/2017,670,EWR,FLL
W5H9YB,12/24/2017,634,TPA,DFW
W5PU2L,12/18/2017,662,FLL,DEN
W5QV3L,12/20/2017,608,LGA,FLL
W5SU3L,12/22/2017,601,MCO,DTW
W5UT4L,12/21/2017,660,SDQ,FLL
W6189L,12/2/2017,615,MSP,MCO
W6216L,12/15/2017,614,DFW,BWI
W62K6L,12/16/2017,646,OAK,LAS
W6587L,12/16/2017,611,PHL,FLL
W6BJ2Y,12/23/2017,605,MSP,MCO
W6C67Y,12/10/2017,642,FLL,BOG
W6D2FL,12/15/2017,645,LAX,ORD
W6DMGL,12/17/2017,535,ORD,PHX
W6FS5Y,12/16/2017,614,LAX,CLE
W6GI6Y,12/10/2017,504,ORD,TPA
W6MUKL,12/19/2017,625,MYR,EWR
W6NUNL,12/23/2017,536,FLL,ATL
W6NVPL,12/20/2017,602,LAS,MCI
W6Q7JL,12/16/2017,606,DFW,TPA
W6SPFY,12/29/2017,608,SJU,MCO
W6SVHY,12/16/2017,668,LAX,DEN
W6UUUL,12/25/2017,515,LAS,BOS
W6YB5Y,12/3/2017,676,SJO,FLL
W6YTGL,12/13/2017,605,BWI,DFW
W6ZC2L,12/24/2017,659,FLL,BOS
W71VYL,12/3/2017,663,EWR,MCO
W723TL,12/19/2017,641,PHX,MSP
W73ZJY,12/21/2017,515,MSY,ATL
W753RY,12/22/2017,670,FLL,LGA
W75UHY,12/10/2017,521,FLL,BDL
W75UHY,12/11/2017,510,FLL,BDL
W75ZMY,12/29/2017,643,LAS,MCI
W77N2V,12/17/2017,607,RSW,ORD
W79R2V,12/9/2017,659,RSW,DTW
W7B63V,12/15/2017,625,FLL,PBG
W7BIRY,12/14/2017,619,MSY,DTW
W7BJQY,12/22/2017,650,ATL,BWI
W7C9QY,12/15/2017,605,LAS,ATL
W7CDQY,12/14/2017,643,ORD,ATL
W7D8TY,12/30/2017,516,FLL,IAH
W7F6FI,12/8/2017,665,BWI,FLL
W7FF6V,12/14/2017,601,DFW,LAX
W7FS5V,12/31/2017,674,EWR,MYR
W7G73V,12/18/2017,675,MCO,IAH
W7IRFI,12/28/2017,614,LAX,IAH
W7NQ5F,12/16/2017,647,LAX,ORD
W7Q7QI,12/8/2017,642,PIT,FLL
W7RK3F,12/22/2017,516,LAX,MSP
W7WKWI,12/11/2017,665,ORD,LAX
W7YCPY,12/10/2017,647,FLL,LBE
W7YE2V,12/3/2017,639,CLE,RSW
W7YSRY,12/23/2017,608,LAS,ATL
W8166F,12/15/2017,524,MSY,ATL
W8166F,12/22/2017,525,MSY,ATL
W82CXI,12/27/2017,620,MSY,FLL
W82CXI,12/29/2017,536,MSY,FLL
W83Y5F,12/11/2017,609,CLE,MCO
W843MV,12/18/2017,636,IAH,LAX
W84IQV,12/20/2017,681,EWR,FLL
W84PHV,12/15/2017,528,OAK,LAX
W8528F,12/20/2017,506,EWR,MSY
W857GV,12/25/2017,503,PHX,ORD
W85K8F,12/20/2017,659,ACY,PBI
W85ZGV,12/2/2017,521,DFW,LGA
W8F23S,12/23/2017,534,MCO,CAK
W8FKXV,12/4/2017,645,ATL,BWI
W8FPTV,12/12/2017,629,FLL,LGA
W8H1TV,12/10/2017,633,BDL,RSW
W8HQTV,12/17/2017,507,MSY,LAX
W8HV9C,12/2/2017,506,LAS,BOS
W8J26C,12/11/2017,633,TPA,DFW
W8N98S,12/27/2017,673,ATL,DTW
W8T5RF,12/2/2017,618,RSW,BDL
W8UGFS,12/25/2017,622,PIT,RSW
W8VGNS,12/8/2017,663,IAH,MCO
W8VK6C,12/17/2017,642,MCO,PHL
W8YFVV,12/13/2017,634,LAS,PDX
W8YWSV,12/29/2017,509,SAN,ORD
W8Z3MV,12/28/2017,650,MCO,PHL
W8ZT6F,12/14/2017,628,FLL,LBE
W93H7C,12/12/2017,616,DTW,LAS
W93L8C,12/10/2017,668,DTW,MCO
W94BHS,12/13/2017,616,ATL,DTW
W94TNS,12/14/2017,611,LGA,MYR
W97R8C,12/10/2017,664,TPA,ACY
W97RKS,12/10/2017,622,RSW,ORD
W98JMC,12/3/2017,663,MCO,EWR
W9BQQS,12/27/2017,619,MSY,DTW
W9C5TS,12/11/2017,660,FLL,LBE
W9CSQS,12/14/2017,649,RSW,PIT
W9E53P,12/30/2017,648,ATL,ORD
W9EJ5P,12/13/2017,665,FLL,DTW
W9FFKC,12/25/2017,615,MSP,RSW
W9H87P,12/23/2017,649,TPA,DTW
W9I5MC,12/28/2017,670,FLL,BOS
W9IZ4P,12/15/2017,615,LAX,DFW
W9JBVS,12/17/2017,673,BOS,FLL
W9JD9P,12/20/2017,676,IAH,EWR
W9JG4P,12/22/2017,630,LAS,ATL
W9JRXS,12/26/2017,509,BWI,SEA
W9JW8P,12/10/2017,650,SAP,IAH
W9MEKC,12/10/2017,516,DTW,LGA
W9MEKC,12/10/2017,645,DTW,LGA
W9RYKP,12/17/2017,670,MCO,ACY
W9S2FP,12/23/2017,645,DTW,RSW
W9T8SC,12/16/2017,658,RSW,ACY
W9TLTC,12/11/2017,633,BOS,TPA
W9TRNC,12/17/2017,645,DTW,LAX
W9UUFP,12/7/2017,659,SDQ,FLL
W9VD2M,12/29/2017,506,RSW,DTW
WB32KM,12/26/2017,657,EWR,IAH
WB3LHM,12/16/2017,628,DTW,MSY
WBC1QM,12/10/2017,662,FLL,SJO
WBFBHZ,12/14/2017,649,PIT,RSW
WBI9TM,12/29/2017,617,MCI,DTW
WBII6J,12/30/2017,663,FLL,BWI
WBY22J,12/20/2017,625,FLL,CLE
WC2BSZ,12/25/2017,682,DTW,IAH
WC41YZ,12/15/2017,647,PIT,DFW
WC4KRJ,12/26/2017,608,BOS,RSW
WC6VJJ,12/17/2017,615,CLE,TPA
WC8QWJ,12/27/2017,612,TPA,CLE
WC9MTJ,12/14/2017,650,MCO,CLE
WC9SMJ,12/20/2017,635,LAX,DFW
WCB3QJ,12/23/2017,643,MCO,ATL
WCEPYJ,12/2/2017,630,BOG,FLL
WCFIXJ,12/10/2017,640,LAX,DTW
WCITTW,12/23/2017,658,MCO,IAH
WCJ1NW,12/16/2017,628,TPA,MSP
WCJ8FW,12/17/2017,632,DFW,BWI
WCK3YJ,12/6/2017,676,EWR,FLL
WCLE8G,12/16/2017,608,DFW,ORD
WCM74G,12/28/2017,643,MCO,DTW
WCU1JG,12/28/2017,528,MCO,DTW
WCV5GG,12/17/2017,535,ORD,TPA
WCVKUW,12/29/2017,642,FLL,LBE
WCVUWW,12/28/2017,535,LAX,MSP
WCVWHG,12/17/2017,603,MCO,BOS
WD152T,12/13/2017,626,ORD,DFW
WD179T,12/18/2017,648,LAS,MCI
WD1EFG,12/19/2017,519,EWR,MCO
WD2Y2D,12/29/2017,533,BDL,MCO
WD34YW,12/20/2017,619,TPA,DTW
WD3D6T,12/18/2017,642,PIT,LAS
WD3KYW,12/8/2017,535,PHL,ATL
WD47MG,12/14/2017,533,LAX,PHL
WD4N7T,12/10/2017,609,DFW,ORD
WD4SKG,12/7/2017,529,KIN,FLL
WD55GG,12/26/2017,521,PBI,BOS
WD6F9T,12/20/2017,659,MCO,ACY
WD77MG,12/3/2017,641,DFW,CUN
WD872D,12/13/2017,668,ACY,RSW
WD8R2D,12/26/2017,669,BWI,FLL
WDC3RG,12/20/2017,618,BOS,TPA
WDCLHT,12/14/2017,639,ORD,LAS
WDDKRG,12/3/2017,612,CLE,ATL
WDDRQG,12/15/2017,504,MSP,LAS
WDEWGT,12/13/2017,645,PHX,MSP
WDFYFT,12/27/2017,507,LAS,ORD
WDG4JT,12/23/2017,628,FLL,PHL
WDIEUG,12/3/2017,676,FLL,BWI
WDIJGT,12/2/2017,612,ORD,ATL
WDKFTG,12/19/2017,670,FLL,DEN
WDKJXG,12/18/2017,508,BWI,SEA
WDKKKT,12/18/2017,529,MSY,TPA
WDL37D,12/13/2017,640,PIT,TPA
WDQPPT,12/10/2017,628,TPA,ATL
WDRBVT,12/22/2017,628,TPA,DTW
WDRSUT,12/21/2017,640,MCO,ATL
WDS7NT,12/25/2017,628,MYR,LGA
WDSGYT,12/5/2017,636,DTW,LAX
WDSHUT,12/2/2017,611,MCO,PHL
WDTF8Q,12/2/2017,661,ORD,LAX
WDTM5Q,12/17/2017,642,MCO,PHL
WDTSMT,12/11/2017,658,ORD,FLL
WDUS8Q,12/22/2017,634,MCO,DFW
WDY5MG,12/20/2017,663,EWR,FLL
WDZ12T,12/15/2017,641,ORD,ATL
WE21GD,12/27/2017,534,DTW,MCO
WE285Q,12/27/2017,662,ACY,MCO
WE2JWT,12/19/2017,671,FLL,DTW
WE3C4Q,12/17/2017,602,FLL,LGA
WE3L3Q,12/11/2017,531,ORD,TPA
WE3TFD,12/16/2017,669,MCO,EWR
WE478Q,12/28/2017,607,SJU,MCO
WE4Z4Q,12/10/2017,637,MCO,MSP
WE71ND,12/1/2017,665,LAS,ORD
WE7HKD,12/2/2017,629,FLL,PBG
WE7JMD,12/15/2017,646,DTW,LAS
WE7JMD,12/16/2017,638,DTW,LAS
WE7PKD,12/30/2017,529,LAS,MSP
WE8DMD,12/18/2017,675,IAH,TPA
WE8Y6Q,12/2/2017,502,DFW,DTW
WED8PD,12/22/2017,510,BOS,MSY
WEG66A,12/14/2017,608,PHX,MSP
WEHBSD,12/1/2017,635,DTW,LAS
WEHRHQ,12/26/2017,619,MYR,LGA
WEHYSD,12/21/2017,603,LAS,PDX
WEJTJQ,12/28/2017,509,EWR,MSY
WEL1FQ,12/17/2017,616,TPA,CLE
WEMYYD,12/28/2017,635,MCO,CLE
WEMZGQ,12/23/2017,903,DFW,ORD
WENVJQ,12/30/2017,659,CUN,DTW
WENZJQ,12/31/2017,640,ACY,MYR
WEV1NQ,12/23/2017,678,FLL,EWR
WEVHSQ,12/29/2017,527,MSP,ATL
WEZH5Q,12/30/2017,611,DTW,LAX
WEZUST,12/11/2017,634,DTW,TPA
WF3JMA,12/28/2017,903,LGA,FLL
WF3PQA,12/27/2017,527,ORD,TPA
WF6D9N,12/10/2017,643,LAS,ORD
WF9H8N,12/22/2017,901,LBE,MCO
WFC4SA,12/11/2017,643,TPA,CLE
WFGGQA,12/17/2017,630,SEA,LAS
WFJ1QN,12/16/2017,673,FLL,BWI
WFJ4YA,12/16/2017,643,ORD,LAS
WFL8GN,12/14/2017,673,EWR,FLL
WFT6QN,12/30/2017,609,ATL,TPA
WFTPVN,12/3/2017,661,ACY,RSW
WFVDQN,12/17/2017,670,ACY,MCO
WFW7HN,12/12/2017,621,DTW,ATL
WFZG9N,12/20/2017,619,TPA,DTW
WG134K,12/17/2017,624,MYR,ACY
WG5ZSN,12/20/2017,663,ACY,MCO
WG6V7K,12/23/2017,679,FLL,BWI
WG796K,12/15/2017,526,BWI,LAX
WGG4GK,12/30/2017,514,FLL,ATL
WGIGHK,12/11/2017,678,DTW,MCO
WGIM6X,12/11/2017,637,ORD,RSW
WGK2SK,12/2/2017,524,BDL,MCO
WGKCHK,12/18/2017,506,PBI,BOS
WGLW7X,12/25/2017,658,IAH,MCO
WGM3JK,12/22/2017,662,FLL,BOS
WGQB9X,12/23/2017,527,LAS,DFW
WGQU7H,12/2/2017,528,LAX,PIT
WGTYQK,12/29/2017,650,MCO,PIT
WGZERN,12/28/2017,670,BOS,FLL
WH1QVK,12/29/2017,536,MSY,FLL
WH1U7H,12/12/2017,507,ORD,MCO
WH1U7H,12/13/2017,639,ORD,MCO
WH1WPX,12/25/2017,661,ACY,MCO
WH2Y5H,12/30/2017,901,MCO,BWI
WH67GX,12/23/2017,671,ACY,RSW
WH7EWK,12/10/2017,535,MSY,MCO
WH7JXK,12/9/2017,614,FLL,MSY
WH8WWK,12/18/2017,506,PBI,BOS
WH9BHX,12/21/2017,657,MCO,IAH
WH9BSX,12/17/2017,668,EWR,MCO
WHB5PX,12/3/2017,533,ORD,IAH
WHBJNX,12/22/2017,678,ACY,PBI
WHBRMX,12/9/2017,505,MCO,BOS
WHBZNX,12/16/2017,617,LBE,FLL
WHCEMX,12/10/2017,612,ORD,RSW
WHF1UX,12/24/2017,624,ATL,LAS
WHJL7U,12/26/2017,636,PHL,MCO
WHJYSX,12/26/2017,618,LAS,SAN
WHJYSX,12/30/2017,629,LAS,SAN
WHM7YX,12/19/2017,623,RSW,DTW
WHMJTX,12/27/2017,679,ACY,TPA
WHRHQH,12/17/2017,616,ATL,BWI
WHRTNH,12/22/2017,509,LAX,OAK
WHV6MH,12/11/2017,507,DFW,DTW
WHY2MX,12/26/2017,678,SEA,LAS
WHYMMX,12/20/2017,680,ORD,PBI
WI2I2E,12/23/2017,609,TPA,BOS
WI543E,12/21/2017,605,FLL,MYR
WI54WH,12/14/2017,636,MCO,BWI
WI5TYH,12/17/2017,631,CUN,ORD
WI62YH,12/24/2017,633,BOS,RSW
WIGJ4R,12/28/2017,658,ACY,RSW
WIGY2R,12/26/2017,671,BOS,FLL
WII25R,12/25/2017,645,LAS,OAK
WIIW8R,12/10/2017,531,LAX,BWI
WIJD6R,12/26/2017,679,PBI,ACY
WIKH2R,12/20/2017,536,FLL,ATL
WINLKE,12/18/2017,639,MCO,DFW
WITCQE,12/13/2017,527,LAS,MSY
WITSRE,12/24/2017,504,BWI,SAN
WIV2JE,12/26/2017,612,LAS,ORD
WIW7TE,12/2/2017,627,MSP,RSW
WIZLTH,12/30/2017,603,MCO,PHL
WJ1MTE,12/26/2017,616,ACY,MYR
WJ21RE,12/19/2017,657,IAH,ATL
